Name,InChlKey,SMILES,Formula,Precursor m/z,MS/MS_m/z,MSMS spectrum,Adduct,CE,Source,NLFentanyl_C9H10NO,ProIonFentanyl_C8H9+,ProIonFentanyl_C13H18N+,MS2 feature
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,377.2587,"132.0803 4.50
134.0960 5.49
146.0960 12.49
160.1115 5.69
186.1273 7.89
188.1428 999.00
190.1220 1.60
230.1533 7.89
256.1689 45.45
279.1847 5.59
281.2004 233.67",132.0803:4.50 134.0960:5.49 146.0960:12.49 160.1115:5.69 186.1273:7.89 188.1428:999.00 190.1220:1.60 230.1533:7.89 256.1689:45.45 279.1847:5.59 281.2004:233.67,[M+H]+,NCE=35%,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,188.1434,"55.0540 1.30
69.0694 3.30
79.0538 1.20
84.0803 8.69
91.0536 2.40
103.0536 1.10
105.0693 227.17
117.0693 1.30
120.0803 4.50
132.0803 4.10
134.0959 6.29
146.0959 8.49
186.1273 4.30
187.1305 5.39
188.1428 999.00",55.0540:1.30 69.0694:3.30 79.0538:1.20 84.0803:8.69 91.0536:2.40 103.0536:1.10 105.0693:227.17 117.0693:1.30 120.0803:4.50 132.0803:4.10 134.0959:6.29 146.0959:8.49 186.1273:4.30 187.1305:5.39 188.1428:999.00,[M+H-C12H15NO]+,NCE=45% 16eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,188.1434,"55.0539 2.30
69.0694 7.09
79.0538 3.10
84.0803 12.89
91.0537 4.30
103.0537 2.60
105.0694 317.28
117.0694 2.10
120.0803 9.69
129.0694 1.70
130.0646 1.00
132.0803 7.79
134.0959 7.59
146.0960 8.99
186.1273 8.09
187.1304 5.39
188.1428 999.00",55.0539:2.30 69.0694:7.09 79.0538:3.10 84.0803:12.89 91.0537:4.30 103.0537:2.60 105.0694:317.28 117.0694:2.10 120.0803:9.69 129.0694:1.70 130.0646:1.00 132.0803:7.79 134.0959:7.59 146.0960:8.99 186.1273:8.09 187.1304:5.39 188.1428:999.00,[M+H-C12H15NO]+,NCE=50% 18eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,188.1434,"55.0539 5.00
56.0492 2.70
67.0539 1.90
69.0694 23.68
77.0381 3.10
79.0537 14.09
82.0647 1.10
84.0802 26.57
91.0537 16.08
96.0802 2.40
97.0881 2.30
103.0537 13.19
105.0693 635.96
115.0537 2.50
117.0568 3.90
117.0694 6.19
118.0646 1.70
119.0723 2.10
120.0803 32.27
129.0694 5.69
130.0647 5.59
131.0725 2.60
132.0803 25.37
134.0959 12.49
143.0851 1.50
144.0804 1.00
145.0881 1.50
146.0959 12.69
160.1115 1.80
184.1116 2.70
185.1150 1.50
186.1273 24.78
187.1300 4.70
188.1427 999.00",55.0539:5.00 56.0492:2.70 67.0539:1.90 69.0694:23.68 77.0381:3.10 79.0537:14.09 82.0647:1.10 84.0802:26.57 91.0537:16.08 96.0802:2.40 97.0881:2.30 103.0537:13.19 105.0693:635.96 115.0537:2.50 117.0568:3.90 117.0694:6.19 118.0646:1.70 119.0723:2.10 120.0803:32.27 129.0694:5.69 130.0647:5.59 131.0725:2.60 132.0803:25.37 134.0959:12.49 143.0851:1.50 144.0804:1.00 145.0881:1.50 146.0959:12.69 160.1115:1.80 184.1116:2.70 185.1150:1.50 186.1273:24.78 187.1300:4.70 188.1427:999.00,[M+H-C12H15NO]+,NCE=60% 22eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,188.1434,"55.0539 9.79
56.0491 5.69
67.0538 5.39
68.0490 1.30
69.0694 51.65
70.0647 1.90
77.0381 17.38
79.0537 69.63
82.0646 3.90
84.0803 32.97
91.0537 50.05
93.0694 4.20
95.0486 3.50
96.0802 4.50
97.0881 3.80
103.0538 67.13
104.0491 1.30
104.0616 3.10
105.0693 999.00
110.0959 2.10
115.0537 11.39
117.0568 23.28
117.0694 13.89
118.0647 6.09
119.0724 7.79
119.0850 1.30
120.0803 73.03
128.0615 2.40
129.0694 11.99
130.0647 25.07
131.0724 6.29
132.0803 53.55
134.0959 13.79
141.0693 1.60
143.0725 1.40
143.0851 2.70
144.0802 5.59
145.0881 4.60
146.0959 12.49
158.0960 3.10
160.1115 2.70
184.1115 10.89
186.1272 42.26
187.1306 2.00
188.1428 496.30",55.0539:9.79 56.0491:5.69 67.0538:5.39 68.0490:1.30 69.0694:51.65 70.0647:1.90 77.0381:17.38 79.0537:69.63 82.0646:3.90 84.0803:32.97 91.0537:50.05 93.0694:4.20 95.0486:3.50 96.0802:4.50 97.0881:3.80 103.0538:67.13 104.0491:1.30 104.0616:3.10 105.0693:999.00 110.0959:2.10 115.0537:11.39 117.0568:23.28 117.0694:13.89 118.0647:6.09 119.0724:7.79 119.0850:1.30 120.0803:73.03 128.0615:2.40 129.0694:11.99 130.0647:25.07 131.0724:6.29 132.0803:53.55 134.0959:13.79 141.0693:1.60 143.0725:1.40 143.0851:2.70 144.0802:5.59 145.0881:4.60 146.0959:12.49 158.0960:3.10 160.1115:2.70 184.1115:10.89 186.1272:42.26 187.1306:2.00 188.1428:496.30,[M+H-C12H15NO]+,NCE=75% 28eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,188.1434,"51.0227 2.40
53.0383 3.00
55.0539 10.99
56.0491 7.79
65.0382 2.00
67.0538 8.39
68.0490 4.50
69.0694 47.55
70.0647 2.70
77.0381 63.24
79.0537 177.12
82.0646 6.09
84.0802 21.88
91.0537 108.59
93.0694 8.69
95.0486 14.79
96.0802 8.19
97.0880 2.50
102.0458 1.80
103.0537 185.01
104.0490 2.70
104.0616 9.69
105.0442 45.25
105.0693 999.00
110.0959 2.30
115.0537 27.77
117.0568 62.84
117.0693 19.58
118.0646 11.89
119.0724 12.79
120.0803 78.62
128.0615 7.09
129.0694 12.49
130.0646 56.34
131.0724 9.49
131.0850 1.50
132.0803 51.75
134.0959 7.89
141.0694 3.20
143.0725 3.70
143.0851 1.80
144.0803 14.79
145.0881 5.89
146.0959 6.69
156.0801 1.20
158.0959 6.39
170.0959 1.20
171.1039 1.30
184.1115 17.68
186.1271 32.97
188.1428 145.85",51.0227:2.40 53.0383:3.00 55.0539:10.99 56.0491:7.79 65.0382:2.00 67.0538:8.39 68.0490:4.50 69.0694:47.55 70.0647:2.70 77.0381:63.24 79.0537:177.12 82.0646:6.09 84.0802:21.88 91.0537:108.59 93.0694:8.69 95.0486:14.79 96.0802:8.19 97.0880:2.50 102.0458:1.80 103.0537:185.01 104.0490:2.70 104.0616:9.69 105.0442:45.25 105.0693:999.00 110.0959:2.30 115.0537:27.77 117.0568:62.84 117.0693:19.58 118.0646:11.89 119.0724:12.79 120.0803:78.62 128.0615:7.09 129.0694:12.49 130.0646:56.34 131.0724:9.49 131.0850:1.50 132.0803:51.75 134.0959:7.89 141.0694:3.20 143.0725:3.70 143.0851:1.80 144.0803:14.79 145.0881:5.89 146.0959:6.69 156.0801:1.20 158.0959:6.39 170.0959:1.20 171.1039:1.30 184.1115:17.68 186.1271:32.97 188.1428:145.85,[M+H-C12H15NO]+,NCE=90% 33eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,188.1434,"51.0226 17.38
53.0382 13.09
54.0336 2.90
55.0539 17.88
56.0491 11.49
65.0382 20.88
67.0538 14.09
68.0490 13.69
69.0569 1.80
69.0694 35.96
77.0381 318.38
78.0459 8.09
79.0537 507.69
80.0489 1.90
82.0646 11.09
84.0802 14.39
90.0459 7.39
91.0537 367.53
93.0693 18.28
95.0486 75.52
96.0802 23.18
102.0459 15.88
103.0537 565.83
104.0489 5.99
104.0570 1.60
104.0616 36.86
105.0442 214.19
105.0693 999.00
110.0959 3.90
115.0537 74.93
116.0616 3.10
117.0568 179.32
117.0693 30.77
118.0646 30.97
119.0725 19.48
120.0803 65.43
128.0616 20.58
129.0694 13.19
130.0647 146.45
131.0725 17.28
132.0803 37.46
134.0960 2.40
141.0695 4.50
143.0725 12.79
144.0803 32.77
145.0882 6.29
146.0961 2.50
155.0601 2.40
156.0805 5.19
158.0960 8.89
170.0962 4.50
184.1115 18.48
186.1272 20.08
188.1429 26.17",51.0226:17.38 53.0382:13.09 54.0336:2.90 55.0539:17.88 56.0491:11.49 65.0382:20.88 67.0538:14.09 68.0490:13.69 69.0569:1.80 69.0694:35.96 77.0381:318.38 78.0459:8.09 79.0537:507.69 80.0489:1.90 82.0646:11.09 84.0802:14.39 90.0459:7.39 91.0537:367.53 93.0693:18.28 95.0486:75.52 96.0802:23.18 102.0459:15.88 103.0537:565.83 104.0489:5.99 104.0570:1.60 104.0616:36.86 105.0442:214.19 105.0693:999.00 110.0959:3.90 115.0537:74.93 116.0616:3.10 117.0568:179.32 117.0693:30.77 118.0646:30.97 119.0725:19.48 120.0803:65.43 128.0616:20.58 129.0694:13.19 130.0647:146.45 131.0725:17.28 132.0803:37.46 134.0960:2.40 141.0695:4.50 143.0725:12.79 144.0803:32.77 145.0882:6.29 146.0961:2.50 155.0601:2.40 156.0805:5.19 158.0960:8.89 170.0962:4.50 184.1115:18.48 186.1272:20.08 188.1429:26.17,[M+H-C12H15NO]+,NCE=110% 41eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,188.1434,"50.0149 2.70
51.0226 98.20
53.0382 36.26
54.0336 9.09
55.0539 22.58
56.0491 15.28
63.0225 2.10
65.0382 114.29
67.0413 3.90
67.0538 19.28
68.0490 26.17
69.0694 19.48
70.0646 2.40
77.0381 988.41
78.0459 43.56
79.0537 857.34
80.0490 5.89
82.0646 17.78
84.0802 9.19
89.0381 19.08
90.0459 51.15
91.0537 853.45
92.0615 2.00
93.0568 3.40
93.0694 15.98
94.0646 3.00
95.0486 226.57
96.0803 46.15
102.0459 48.65
103.0537 999.00
104.0490 11.99
104.0570 2.90
104.0615 75.82
105.0442 640.66
105.0693 687.81
106.0412 2.10
110.0959 7.49
115.0537 150.25
116.0570 2.70
116.0615 6.49
117.0568 316.38
117.0693 44.56
118.0646 52.65
119.0725 14.09
120.0803 31.57
127.0538 5.79
128.0616 40.26
129.0695 9.09
130.0647 250.35
131.0724 22.78
132.0804 18.98
141.0696 5.59
143.0724 18.78
144.0803 39.96
155.0601 6.89
156.0804 6.69
158.0961 3.90
170.0963 5.09
184.1118 10.79
186.1276 6.79",50.0149:2.70 51.0226:98.20 53.0382:36.26 54.0336:9.09 55.0539:22.58 56.0491:15.28 63.0225:2.10 65.0382:114.29 67.0413:3.90 67.0538:19.28 68.0490:26.17 69.0694:19.48 70.0646:2.40 77.0381:988.41 78.0459:43.56 79.0537:857.34 80.0490:5.89 82.0646:17.78 84.0802:9.19 89.0381:19.08 90.0459:51.15 91.0537:853.45 92.0615:2.00 93.0568:3.40 93.0694:15.98 94.0646:3.00 95.0486:226.57 96.0803:46.15 102.0459:48.65 103.0537:999.00 104.0490:11.99 104.0570:2.90 104.0615:75.82 105.0442:640.66 105.0693:687.81 106.0412:2.10 110.0959:7.49 115.0537:150.25 116.0570:2.70 116.0615:6.49 117.0568:316.38 117.0693:44.56 118.0646:52.65 119.0725:14.09 120.0803:31.57 127.0538:5.79 128.0616:40.26 129.0695:9.09 130.0647:250.35 131.0724:22.78 132.0804:18.98 141.0696:5.59 143.0724:18.78 144.0803:39.96 155.0601:6.89 156.0804:6.69 158.0961:3.90 170.0963:5.09 184.1118:10.79 186.1276:6.79,[M+H-C12H15NO]+,NCE=130% 48eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,188.1434,"50.0150 12.29
51.0216 18.48
51.0228 214.98
53.0383 33.27
54.0337 7.09
55.0540 6.49
56.0493 7.49
63.0225 16.08
65.0367 7.99
65.0381 224.28
67.0413 4.10
67.0539 9.99
68.0490 16.68
75.0225 3.00
76.0304 5.39
77.0362 22.98
77.0381 999.00
78.0459 77.42
79.0517 6.99
79.0537 358.14
80.0490 5.59
82.0647 8.39
89.0381 67.13
90.0459 85.81
91.0512 7.39
91.0537 627.57
93.0568 3.40
94.0646 2.60
95.0486 218.98
96.0802 27.77
102.0459 48.95
103.0537 444.75
104.0489 7.39
104.0615 31.67
105.0442 608.99
105.0693 90.21
106.0412 3.40
110.0959 5.59
115.0537 90.51
116.0490 4.70
116.0572 2.20
116.0615 3.40
117.0568 130.77
117.0693 18.58
118.0646 23.88
127.0537 5.59
128.0489 3.10
128.0616 22.58
130.0646 127.37
131.0724 5.39
143.0724 9.79
144.0804 12.69",50.0150:12.29 51.0216:18.48 51.0228:214.98 53.0383:33.27 54.0337:7.09 55.0540:6.49 56.0493:7.49 63.0225:16.08 65.0367:7.99 65.0381:224.28 67.0413:4.10 67.0539:9.99 68.0490:16.68 75.0225:3.00 76.0304:5.39 77.0362:22.98 77.0381:999.00 78.0459:77.42 79.0517:6.99 79.0537:358.14 80.0490:5.59 82.0647:8.39 89.0381:67.13 90.0459:85.81 91.0512:7.39 91.0537:627.57 93.0568:3.40 94.0646:2.60 95.0486:218.98 96.0802:27.77 102.0459:48.95 103.0537:444.75 104.0489:7.39 104.0615:31.67 105.0442:608.99 105.0693:90.21 106.0412:3.40 110.0959:5.59 115.0537:90.51 116.0490:4.70 116.0572:2.20 116.0615:3.40 117.0568:130.77 117.0693:18.58 118.0646:23.88 127.0537:5.59 128.0489:3.10 128.0616:22.58 130.0646:127.37 131.0724:5.39 143.0724:9.79 144.0804:12.69,[M+H-C12H15NO]+,NCE=160% 60eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,188.1434,"69.0695 14.09
79.0538 2.80
84.0803 121.28
91.0537 17.58
96.0802 11.09
97.0881 2.80
105.0694 999.00
117.0694 16.78
120.0803 79.02
129.0694 24.98
132.0803 52.25
134.0959 104.40
143.0850 7.79
146.0959 165.23
160.1115 9.59
184.1115 17.98
185.1147 5.39
186.1271 52.35
188.1428 66.83",69.0695:14.09 79.0538:2.80 84.0803:121.28 91.0537:17.58 96.0802:11.09 97.0881:2.80 105.0694:999.00 117.0694:16.78 120.0803:79.02 129.0694:24.98 132.0803:52.25 134.0959:104.40 143.0850:7.79 146.0959:165.23 160.1115:9.59 184.1115:17.98 185.1147:5.39 186.1271:52.35 188.1428:66.83,[M+H-C12H15NO]+,NCE=35%,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,399.2407,"105.0693 5.59
188.1429 70.93
399.2394 999.00
400.2429 69.83",105.0693:5.59 188.1429:70.93 399.2394:999.00 400.2429:69.83,[M+Na]+,NCE=40% 31eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,399.2407,"105.0693 67.43
188.1428 266.63
377.2449 18.08
399.2395 999.00
400.2429 54.45",105.0693:67.43 188.1428:266.63 377.2449:18.08 399.2395:999.00 400.2429:54.45,[M+Na]+,NCE=45% 35eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,399.2407,"105.0694 444.46
188.1427 999.00
399.2394 919.18",105.0694:444.46 188.1427:999.00 399.2394:919.18,[M+Na]+,NCE=50% 39eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,399.2407,"105.0693 999.00
188.1426 504.89",105.0693:999.00 188.1426:504.89,[M+Na]+,NCE=60% 47eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,399.2407,105.0694 999,105.0694:999,[M+Na]+,NCE=75% 59eV,NIST,0,0,0,0
Cyclopentylfentanyl,PEASFKSPITUZGT-UHFFFAOYSA-N,,C25H32N2O,399.2407,"77.0381 44.76
79.0538 129.77
103.0538 96.30
105.0694 999.00",77.0381:44.76 79.0538:129.77 103.0538:96.30 105.0694:999.00,[M+Na]+,NCE=90% 71eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"56.0493 4.10
84.0805 47.35
150.0909 3.40
177.1380 5.19
233.1642 999.00",56.0493:4.10 84.0805:47.35 150.0909:3.40 177.1380:5.19 233.1642:999.00,[M+H]+,NCE=5% 9eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"56.0493 16.68
84.0804 162.74
150.0907 13.99
177.1380 20.08
233.1641 999.00",56.0493:16.68 84.0804:162.74 150.0907:13.99 177.1380:20.08 233.1641:999.00,[M+H]+,NCE=9% 12eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"55.0540 9.49
56.0493 52.35
67.0540 4.50
82.0648 3.70
84.0804 610.39
150.0907 55.34
177.1380 76.12
216.1377 3.80
233.1642 999.00",55.0540:9.49 56.0493:52.35 67.0540:4.50 82.0648:3.70 84.0804:610.39 150.0907:55.34 177.1380:76.12 216.1377:3.80 233.1642:999.00,[M+H]+,NCE=14% 15eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"55.0540 21.48
56.0493 90.01
57.0333 5.89
67.0540 8.49
82.0648 6.69
84.0804 999.00
84.0849 18.08
132.0803 2.20
150.0907 90.11
177.1378 105.39
216.1375 6.69
233.1639 414.59",55.0540:21.48 56.0493:90.01 57.0333:5.89 67.0540:8.49 82.0648:6.69 84.0804:999.00 84.0849:18.08 132.0803:2.20 150.0907:90.11 177.1378:105.39 216.1375:6.69 233.1639:414.59,[M+H]+,NCE=20% 18eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"55.0540 34.67
56.0493 110.39
56.0510 3.40
57.0333 12.79
67.0540 11.69
82.0648 7.79
84.0804 999.00
84.0849 19.38
94.0647 4.80
120.0803 1.10
132.0801 6.29
150.0906 91.01
177.1297 1.80
177.1378 64.04
216.1375 5.79
233.1639 86.91",55.0540:34.67 56.0493:110.39 56.0510:3.40 57.0333:12.79 67.0540:11.69 82.0648:7.79 84.0804:999.00 84.0849:19.38 94.0647:4.80 120.0803:1.10 132.0801:6.29 150.0906:91.01 177.1297:1.80 177.1378:64.04 216.1375:5.79 233.1639:86.91,[M+H]+,NCE=27% 23eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"55.0540 78.62
56.0493 166.63
56.0510 5.29
57.0333 22.88
57.0697 3.20
67.0539 19.28
82.0648 12.19
84.0804 999.00
84.0849 16.38
94.0647 21.48
120.0803 3.70
132.0801 13.39
150.0906 87.01
177.1379 24.28
216.1376 2.10
233.1639 12.99",55.0540:78.62 56.0493:166.63 56.0510:5.29 57.0333:22.88 57.0697:3.20 67.0539:19.28 82.0648:12.19 84.0804:999.00 84.0849:16.38 94.0647:21.48 120.0803:3.70 132.0801:13.39 150.0906:87.01 177.1379:24.28 216.1376:2.10 233.1639:12.99,[M+H]+,NCE=35% 28eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"53.0384 5.00
55.0540 224.08
55.0556 8.49
56.0493 287.71
56.0510 10.29
57.0333 36.36
57.0697 6.29
67.0539 33.27
82.0648 19.68
84.0804 999.00
84.0849 23.78
94.0647 67.63
120.0802 6.49
132.0801 19.88
150.0906 71.53
177.1380 4.30",53.0384:5.00 55.0540:224.08 55.0556:8.49 56.0493:287.71 56.0510:10.29 57.0333:36.36 57.0697:6.29 67.0539:33.27 82.0648:19.68 84.0804:999.00 84.0849:23.78 94.0647:67.63 120.0802:6.49 132.0801:19.88 150.0906:71.53 177.1380:4.30,[M+H]+,NCE=44% 34eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"53.0384 19.48
55.0540 663.64
55.0556 29.27
56.0493 574.82
56.0510 19.38
57.0333 63.14
57.0697 14.69
67.0539 68.23
82.0648 37.96
84.0804 999.00
84.0849 16.08
94.0647 187.91
120.0803 12.99
132.0801 30.47
150.0907 45.95",53.0384:19.48 55.0540:663.64 55.0556:29.27 56.0493:574.82 56.0510:19.38 57.0333:63.14 57.0697:14.69 67.0539:68.23 82.0648:37.96 84.0804:999.00 84.0849:16.08 94.0647:187.91 120.0803:12.99 132.0801:30.47 150.0907:45.95,[M+H]+,NCE=54% 40eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"53.0384 34.57
55.0540 999.00
55.0556 45.05
56.0493 574.33
56.0510 22.28
57.0333 60.14
57.0697 11.89
65.0384 2.90
67.0539 71.53
69.0571 5.09
77.0383 7.49
82.0648 38.56
84.0804 504.40
94.0647 220.28
95.0487 9.89
117.0570 3.70
120.0803 12.59
132.0801 20.68
150.0907 8.79",53.0384:34.57 55.0540:999.00 55.0556:45.05 56.0493:574.33 56.0510:22.28 57.0333:60.14 57.0697:11.89 65.0384:2.90 67.0539:71.53 69.0571:5.09 77.0383:7.49 82.0648:38.56 84.0804:504.40 94.0647:220.28 95.0487:9.89 117.0570:3.70 120.0803:12.59 132.0801:20.68 150.0907:8.79,[M+H]+,NCE=65% 47eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"53.0133 3.00
53.0384 45.35
55.0540 999.00
55.0556 45.65
56.0493 436.36
56.0509 13.79
57.0333 40.66
57.0697 7.19
65.0384 4.20
67.0539 49.45
68.0492 2.70
69.0571 6.99
77.0383 22.68
82.0648 26.57
84.0804 190.81
94.0647 172.43
95.0487 22.58
105.0443 4.60
117.0568 5.69
120.0802 6.29
132.0802 3.60",53.0133:3.00 53.0384:45.35 55.0540:999.00 55.0556:45.65 56.0493:436.36 56.0509:13.79 57.0333:40.66 57.0697:7.19 65.0384:4.20 67.0539:49.45 68.0492:2.70 69.0571:6.99 77.0383:22.68 82.0648:26.57 84.0804:190.81 94.0647:172.43 95.0487:22.58 105.0443:4.60 117.0568:5.69 120.0802:6.29 132.0802:3.60,[M+H]+,NCE=76% 54eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"53.0133 7.79
53.0384 63.74
55.0540 999.00
55.0556 45.15
56.0493 361.74
56.0509 10.09
57.0333 26.77
57.0697 2.20
65.0384 6.49
67.0540 37.66
68.0492 5.39
69.0571 11.89
77.0382 42.96
82.0648 22.08
84.0804 74.13
94.0647 136.56
95.0487 52.65
105.0444 9.69
117.0568 6.49",53.0133:7.79 53.0384:63.74 55.0540:999.00 55.0556:45.15 56.0493:361.74 56.0509:10.09 57.0333:26.77 57.0697:2.20 65.0384:6.49 67.0540:37.66 68.0492:5.39 69.0571:11.89 77.0382:42.96 82.0648:22.08 84.0804:74.13 94.0647:136.56 95.0487:52.65 105.0444:9.69 117.0568:6.49,[M+H]+,NCE=88% 62eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"51.0228 14.29
53.0133 17.88
53.0384 98.10
55.0540 999.00
55.0556 42.56
56.0493 333.17
56.0509 4.10
57.0333 14.69
65.0384 7.69
67.0540 30.67
68.0492 16.68
69.0571 11.19
77.0382 78.32
82.0648 16.78
84.0804 35.96
93.0569 7.49
94.0647 100.00
95.0487 91.21
105.0443 22.68",51.0228:14.29 53.0133:17.88 53.0384:98.10 55.0540:999.00 55.0556:42.56 56.0493:333.17 56.0509:4.10 57.0333:14.69 65.0384:7.69 67.0540:30.67 68.0492:16.68 69.0571:11.19 77.0382:78.32 82.0648:16.78 84.0804:35.96 93.0569:7.49 94.0647:100.00 95.0487:91.21 105.0443:22.68,[M+H]+,NCE=100% 69eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"51.0228 58.74
53.0133 27.27
53.0384 153.35
55.0540 999.00
55.0556 34.57
56.0493 335.16
65.0384 11.19
67.0540 10.49
68.0493 42.36
69.0570 8.19
77.0382 139.56
82.0648 6.59
84.0804 8.19
93.0569 10.49
94.0647 69.23
95.0487 155.64
105.0443 39.46",51.0228:58.74 53.0133:27.27 53.0384:153.35 55.0540:999.00 55.0556:34.57 56.0493:335.16 65.0384:11.19 67.0540:10.49 68.0493:42.36 69.0570:8.19 77.0382:139.56 82.0648:6.59 84.0804:8.19 93.0569:10.49 94.0647:69.23 95.0487:155.64 105.0443:39.46,[M+H]+,NCE=115% 79eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"51.0227 221.08
53.0133 65.63
53.0384 287.11
55.0540 999.00
56.0493 377.72
65.0384 11.99
67.0414 28.57
68.0492 98.50
77.0382 220.38
94.0648 27.07
95.0487 248.85
105.0443 50.15",51.0227:221.08 53.0133:65.63 53.0384:287.11 55.0540:999.00 56.0493:377.72 65.0384:11.99 67.0414:28.57 68.0492:98.50 77.0382:220.38 94.0648:27.07 95.0487:248.85 105.0443:50.15,[M+H]+,NCE=130% 88eV,NIST,0,0,0,0
Norfentanyl,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,,C14H20N2O,233.1648,"67.0540 7.49
82.0648 13.49
84.0804 999.00
84.0849 15.18
132.0802 6.59
140.1063 12.79
150.0906 344.46
160.1114 8.19
177.1378 574.72
190.1219 6.49
216.1263 2.30
216.1374 105.59",67.0540:7.49 82.0648:13.49 84.0804:999.00 84.0849:15.18 132.0802:6.59 140.1063:12.79 150.0906:344.46 160.1114:8.19 177.1378:574.72 190.1219:6.49 216.1263:2.30 216.1374:105.59,[M+H]+,NCE=35%,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"105.0694 1.00
188.1429 191.81
248.1439 3.60
299.1911 15.18
369.2326 999.00",105.0694:1.00 188.1429:191.81 248.1439:3.60 299.1911:15.18 369.2326:999.00,[M+H]+,NCE=25% 18eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"71.0488 6.09
105.0693 15.98
134.0959 6.19
146.0958 2.90
160.1116 2.60
182.0972 1.80
186.1269 2.00
188.1428 848.25
248.1437 21.98
299.1909 48.05
369.2324 999.00",71.0488:6.09 105.0693:15.98 134.0959:6.19 146.0958:2.90 160.1116:2.60 182.0972:1.80 186.1269:2.00 188.1428:848.25 248.1437:21.98 299.1909:48.05 369.2324:999.00,[M+H]+,NCE=30% 22eV,NIST,0,0,0,0
